hh_id,province,district,urban_rural,hh_size,n_children,n_working_age,n_elderly,monthly_income,monthly_expenditure,has_electricity,has_improved_water,has_improved_sanitation,owns_radio,owns_tv,owns_mobile,owns_refrigerator,owns_vehicle,dwelling_type,survey_weight,province_code,province_name,capital,population,character,hh_size_category
DHHS2025-00141,NTH,Correlation Hills,Urban,3,1,2,0,29983,26078,False,True,False,True,False,False,False,False,Flat/Apartment,1.37,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00142,EST,Percentile District,Rural,5,1,4,0,26912,21937,True,False,True,True,True,False,True,False,Semi-detached,1.81,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00143,CTR,Variance District,Urban,5,4,1,0,38936,36332,True,True,False,False,True,False,True,False,Detached house,0.63,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00144,CTR,Numerica Urban,Rural,6,1,5,0,156439,140824,True,True,True,True,True,True,True,False,Semi-detached,0.82,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00145,STH,Frequency Plains,Rural,4,3,1,0,29148,22226,False,True,False,True,True,True,False,False,Traditional hut,1.33,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00146,LKS,Port Sample District,Rural,6,4,1,1,21382,17601,False,True,False,True,False,True,False,False,Detached house,1.68,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Large
DHHS2025-00147,STH,Mode District,Rural,6,1,5,0,20694,16299,True,True,False,True,False,True,False,False,Traditional hut,1.1,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00148,CTR,Numerica Peri-Urban,Urban,5,2,3,0,188365,167281,True,True,True,False,True,True,True,True,Semi-detached,0.64,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00149,CTR,Variance District,Urban,5,1,4,0,45299,39005,True,True,False,True,False,False,False,False,Single room,0.63,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00150,STH,Median Urban,Urban,6,2,4,0,33864,30415,True,True,True,True,False,True,False,False,Semi-detached,0.89,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00151,LKS,Parameter District,Urban,3,0,3,0,21294,18063,True,True,True,False,False,True,False,False,Semi-detached,0.94,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00152,STH,Median Urban,Rural,4,2,2,0,19340,19044,False,True,False,True,False,False,False,True,Traditional hut,1.16,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00153,STH,Median Urban,Urban,5,2,2,1,72013,73191,True,True,True,True,False,True,True,False,Detached house,0.87,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00154,STH,Median Urban,Urban,5,3,2,0,45631,33720,True,False,False,False,True,True,True,False,Single room,0.83,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00155,LKS,Parameter District,Rural,4,3,1,0,33113,31402,True,True,False,True,True,False,False,False,Single room,1.68,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00156,CTR,Variance District,Urban,2,1,1,0,35631,29324,True,True,True,True,True,True,False,False,Semi-detached,0.56,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Small
DHHS2025-00157,EST,Skewness District,Urban,7,2,5,0,52024,40519,True,False,True,False,False,True,False,False,Detached house,1.17,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Large
DHHS2025-00158,NTH,Correlation Hills,Rural,5,4,1,0,32091,29997,True,True,False,True,False,False,False,False,Semi-detached,2.3,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00159,LKS,Port Sample District,Rural,9,1,8,0,59245,54544,True,True,True,False,True,True,False,False,Detached house,1.42,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Large
DHHS2025-00160,CTR,Range District,Urban,5,0,5,0,137872,121236,True,True,True,True,True,True,True,False,Detached house,0.57,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00161,EST,Outlier Coastal,Urban,2,1,1,0,57572,47030,True,False,True,False,True,True,False,False,Detached house,1.2,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Small
DHHS2025-00162,CTR,Variance District,Urban,3,1,1,1,165471,142578,True,True,True,True,True,True,True,False,Detached house,0.64,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00163,CTR,Numerica Urban,Rural,7,6,1,0,37705,27798,True,False,True,True,False,True,False,False,Single room,0.91,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00164,CTR,Variance District,Urban,6,3,3,0,160076,124046,True,True,True,True,True,True,True,False,Semi-detached,0.59,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00165,EST,Percentile District,Rural,6,1,5,0,29824,24143,True,False,True,False,False,True,False,False,Single room,1.86,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Large
DHHS2025-00166,LKS,Port Sample District,Urban,6,1,4,1,42211,35090,True,False,True,True,True,True,False,False,Single room,1.02,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Large
DHHS2025-00167,WST,Deviation District,Rural,2,0,2,0,27320,20677,True,True,True,True,False,False,False,False,Traditional hut,2.34,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Small
DHHS2025-00168,NTH,Regression Valley,Rural,2,1,1,0,23551,17294,False,True,False,True,False,False,True,False,Detached house,2.3,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Small
DHHS2025-00169,LKS,Parameter District,Rural,12,2,10,0,54122,39186,True,True,False,False,False,True,True,False,Traditional hut,1.41,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Large
DHHS2025-00170,LKS,Interval District,Urban,4,2,2,0,13892,12481,False,False,False,True,False,True,False,False,Detached house,0.94,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00171,NTH,Regression Valley,Rural,4,1,3,0,23519,18347,False,False,False,True,False,False,False,False,Detached house,2.1,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00172,STH,Median Urban,Rural,3,1,2,0,14787,13205,False,False,False,True,False,True,False,False,Detached house,1.33,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00173,NTH,Regression Valley,Rural,8,0,8,0,80274,63989,True,False,True,True,True,True,False,True,Detached house,2.26,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Large
DHHS2025-00174,EST,Outlier Coastal,Urban,5,4,1,0,76836,59107,True,True,True,True,True,True,True,False,Semi-detached,1.29,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00175,CTR,Numerica Urban,Rural,5,3,2,0,30635,27126,True,False,False,True,False,True,False,False,Detached house,0.9,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00176,STH,Median Urban,Urban,7,2,4,1,35908,29367,False,True,True,True,False,True,False,False,Detached house,0.76,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00177,EST,Percentile District,Rural,7,4,3,0,49106,38988,True,True,False,True,True,False,False,False,Traditional hut,1.97,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Large
DHHS2025-00178,STH,Mode District,Rural,5,2,3,0,23807,18520,True,True,True,True,False,False,False,False,Detached house,1.12,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00179,CTR,Numerica Urban,Urban,4,1,3,0,34171,31554,True,True,False,True,True,True,False,False,Semi-detached,0.58,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00180,NTH,Correlation Hills,Rural,5,2,3,0,35616,27472,True,True,False,True,True,True,True,False,Traditional hut,2.2,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00181,NTH,Correlation Hills,Urban,3,0,3,0,38472,34149,True,False,True,True,False,True,False,False,Flat/Apartment,1.61,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00182,LKS,Parameter District,Urban,3,2,1,0,24682,21171,False,False,True,True,False,True,False,False,Single room,1.06,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00183,LKS,Port Sample District,Urban,4,0,4,0,54441,41521,False,True,True,True,False,True,False,False,Flat/Apartment,0.97,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00184,EST,Outlier Coastal,Rural,6,2,4,0,24783,21352,True,True,True,False,False,True,False,False,Traditional hut,1.88,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Large
DHHS2025-00185,CTR,Numerica Urban,Urban,5,3,2,0,54809,47843,True,True,True,True,True,True,True,False,Informal,0.56,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00186,CTR,Range District,Urban,6,3,3,0,95657,86897,True,True,True,True,True,True,True,False,Detached house,0.54,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00187,NTH,Polaris District,Urban,3,2,1,0,21021,20097,True,True,False,True,False,True,False,True,Detached house,1.38,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00188,STH,Mode District,Rural,6,4,2,0,169432,132424,True,True,True,True,True,True,False,False,Detached house,1.32,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00189,NTH,Regression Valley,Urban,3,2,1,0,35625,28997,True,True,True,True,True,False,False,False,Single room,1.53,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00190,CTR,Numerica Peri-Urban,Rural,3,0,3,0,53273,47521,True,True,True,True,False,True,False,False,Semi-detached,0.87,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00191,CTR,Variance District,Urban,5,3,2,0,64593,56696,True,False,True,False,True,True,False,False,Single room,0.58,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00192,NTH,Correlation Hills,Rural,2,0,2,0,24528,23246,False,True,True,True,True,True,False,False,Traditional hut,2.3,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Small
DHHS2025-00193,STH,Distribution District,Rural,5,3,2,0,36849,32286,True,True,True,True,False,True,True,True,Detached house,1.33,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00194,CTR,Numerica Peri-Urban,Urban,6,3,3,0,102241,86032,True,True,True,True,True,True,True,True,Detached house,0.58,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00195,WST,Standard District,Urban,2,0,2,0,21006,17793,True,True,False,True,True,False,False,False,Informal,1.51,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Small
DHHS2025-00196,EST,Percentile District,Rural,2,1,1,0,36070,28956,False,True,False,False,True,False,False,False,Traditional hut,2.01,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Small
DHHS2025-00197,STH,Distribution District,Urban,8,1,7,0,56264,41313,True,False,True,True,False,True,True,False,Informal,0.82,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00198,LKS,Interval District,Urban,5,1,4,0,12435,9407,False,True,True,True,True,True,True,False,Single room,1.09,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00199,CTR,Numerica Peri-Urban,Rural,5,0,5,0,74502,64910,True,True,True,True,True,True,False,False,Single room,0.87,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00200,NTH,Regression Valley,Rural,4,3,1,0,25278,22926,False,True,False,False,False,True,False,False,Semi-detached,2.26,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00201,EST,Outlier Coastal,Rural,6,3,3,0,47196,34699,False,True,True,True,True,True,True,False,Traditional hut,2.01,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Large
DHHS2025-00202,NTH,Sigma District,Rural,6,0,6,0,9004,8675,False,True,False,True,False,True,False,False,Single room,2.13,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Large
DHHS2025-00203,STH,Frequency Plains,Urban,6,4,2,0,107597,89817,True,True,True,True,True,True,False,False,Informal,0.83,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00204,CTR,Variance District,Urban,6,4,2,0,73178,65415,True,True,True,False,True,True,False,False,Single room,0.65,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00205,EST,Kurtosis Bay,Rural,5,1,4,0,31581,25784,False,False,True,True,False,True,False,False,Detached house,1.77,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00206,CTR,Range District,Urban,2,1,1,0,24280,20821,False,True,True,False,False,True,True,False,Single room,0.54,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Small
DHHS2025-00207,LKS,Parameter District,Urban,5,1,4,0,28382,21059,False,True,True,False,True,True,True,False,Detached house,1.04,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00208,WST,Error Margin,Rural,8,3,4,1,52639,44419,False,True,False,False,True,False,False,False,Semi-detached,2.37,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Large
DHHS2025-00209,CTR,Numerica Peri-Urban,Urban,2,1,1,0,18997,17546,True,False,True,True,False,True,True,False,Informal,0.54,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Small
DHHS2025-00210,EST,Kurtosis Bay,Urban,3,1,2,0,49711,47817,False,True,True,True,True,True,True,False,Detached house,1.19,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00211,EST,Kurtosis Bay,Urban,3,2,1,0,64509,57251,True,True,True,True,True,True,False,False,Semi-detached,1.2,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00212,STH,Mode District,Rural,3,1,2,0,36345,35199,False,True,False,True,True,True,False,False,Traditional hut,1.24,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00213,STH,Mode District,Rural,9,0,9,0,38811,34026,False,False,True,True,True,True,False,False,Detached house,1.1,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00214,NTH,Correlation Hills,Urban,5,2,3,0,6805,6014,False,False,False,True,True,True,False,False,Single room,1.6,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00215,LKS,Parameter District,Urban,4,3,1,0,75185,65746,True,True,True,False,True,True,False,False,Single room,1.1,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00216,STH,Frequency Plains,Urban,4,0,4,0,156118,149470,True,True,True,False,True,True,True,False,Detached house,0.79,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00217,STH,Distribution District,Urban,3,0,3,0,103228,75321,True,True,True,True,True,True,True,False,Detached house,0.74,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00218,STH,Frequency Plains,Urban,8,4,4,0,37720,39017,True,True,False,True,True,True,True,False,Detached house,0.85,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00219,STH,Frequency Plains,Rural,6,1,4,1,26841,23986,False,False,True,True,True,True,False,False,Detached house,1.28,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00220,CTR,Range District,Rural,6,1,5,0,35924,28274,True,True,False,True,True,False,False,False,Traditional hut,0.93,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00221,WST,Standard District,Urban,5,2,3,0,9484,8036,False,False,False,False,False,False,False,False,Single room,1.74,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Medium
DHHS2025-00222,CTR,Numerica Urban,Urban,5,2,3,0,86442,73965,True,True,True,False,True,True,False,False,Informal,0.57,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00223,CTR,Range District,Rural,6,1,5,0,25234,21800,False,False,True,False,False,True,False,False,Traditional hut,0.86,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
